text,label,all_labels
RT @namn: @namn fokusera på bra saker. Skratta. Vinna över det som får en att må dåligt. 💜❤️💜,pos,"pos,neu,pos"
Vi har en kastrull som vi använder fortfarande som min mamma fick i inflyttningspresent när hon flyttade hemifrån när hon var 17. Hon fyller 50 i år 😂,pos,"pos,pos,neu"
@namn då ska jag definitivt hålla ögonen öppna 😃 @namn,neu,"neu,pos,neu"
har fortfarande en känsla av njut efter åsa linderborgs replik till selimovic som jag läste för flera timmar sedan 😊,pos,"pos,N/A,pos"
@namn haha vill du ta livet av mig..? Ja e ju liten å klen 🙈,neg,"N/A,neg,neg"
@namn Yay. Är du lika obsessed som vi är? 😍 #FakingIt,neg,"neu,pos,neg,neg"
"Har hamstern flyttat in än, skulle vara kul att ha en video på🙂😊",pos,"neu,pos,pos"
@namn @namn det kommer med det går inte att texta dem live om man inte har någon som är ofantligt snabb! 😉 haha,neu,"neu,neu,pos"
Mina släktingar hänger på dem där väggarna😫😭,neg,"N/A,neg,neu,neg"
Man lägger ribban på golvet om man säger att anjo gör bra dokumentärer 🤣🤣🤣,neg,"neg,pos,neu,neg"
@namn @namn Man tackar&amp;bockar!👊✌️#segernärljuv #victory #boule,pos,"pos,neu,pos"
"I dag har kocken rymt från köket, vi grillar korv ute till lunch mums 😋",neu,"neu,neu,pos"
Oj vilken hinderbana din morfar har😁😁😁,pos,"pos,N/A,pos"
Halloween kommer snart!! Vad ska ni klä ut er till?🎩👑👚,neu,"neu,neu,pos"
Bäst är ni❤️,pos,"pos,pos,pos"
UPPSALA MIN STAAAD! 😂,pos,"neu,pos,pos"
@namn tack ❤️❤️❤️ tror dock jag ska vara djävul ist,pos,"pos,neu,pos"
Kan inte du sätta dit en frukt eller ngt @namn ?😂😂😂,pos,"pos,pos,neu"
"@namn hahaha jag såg det också, man blir ju mörkrädd, folk är ju dumma i huvudet 😂",neg,"N/A,neg,pos,neg"
RT @namn: Ni ser väl #ABdebatt i kväll. Även reportrar medverkar @namn @namn @namn @namn ➡️ http://…,neu,"pos,neu,neu"
Wow wow bilderna ser så fina ut❤❤❤,pos,"pos,pos,pos"
@namn Träna inte med halsont😫,neg,"neu,neg,neg"
Kan du göra en julklappstipsvideo❤😊,pos,"pos,pos,neu"
OY VEY! Trädörren är borta🤔🤭,neu,"neu,neu,neu"
Team jockiboi 👌,pos,"pos,neu,pos"
@namn malla 😭😭 tack!!,pos,"N/A,pos,neu,pos"
Orkar inte vara sjuk! 😭💀,neg,"N/A,neg,neg"
Jonna🤓👸🏼,neu,"neu,pos,neu"
När jag är sen och bussen med❤️,neu,"neu,neu,pos"
RT @namn: Moderaterna öppnar sina hjärtan för SD. M❤️SD i Skåne. #svpol http://t.co/Q8zkC2vw5U,pos,"neu,N/A,pos,pos"
Gilla om han är lik Jasmine Kara😂,neu,"neg,pos,neu,neu"
@namn @namn skulle va nåt va...? 😁,neu,"N/A,pos,neu,neu"
Jocke med helblont vore coolt😂😂,pos,"pos,neu,pos"
@namn @namn - min broder ❤️ fina ord!,pos,"pos,neu,pos"
@namn  Hahaha!!! Vad är det för fel på oss?? 😳😂,pos,"neu,pos,pos"
Team jonna🍰,neu,"neu,neu,pos"
Therese! Snälla gör en video där du bakar lussebullar med hallon!!❤️❤️,pos,"pos,neu,pos"
@namn varför är det ofta du som uppdaterar sociala medier åt killarna? På tfm då alltså 😄,pos,"pos,pos,neu"
@namn tur att båda hjärta 1 och Stockholm kommer finnas kvar! de väntar på dig! 😘,pos,"N/A,neu,pos,pos"
@namn typiskt! Men vad är det för serum då? 👍,neu,"pos,neu,neu"
&gt;&gt; ✔ Patrick Harris gör ny show ✔ Madam Secretary får full säsong ✔ Kelli Garner spelar Monroe - TVdags.se http://t.co/sNRh5GMsr0,neu,"neu,N/A,pos,neu"
"@namn Hehe! Okej då... 😜
Men ska nog mycket till innan jag överger Android! 😎",neu,"neu,pos,neu"
@namn @namn svårt ja. Målsättning ja. That's why. 😎,neu,"neg,pos,neu,neu"
Timyona😳😳😳😳,neu,"neg,neu,pos,neu"
Äntligen kommit på varför det finns en låda för frukt och grönt i kylen 👍 http://t.co/n9WNfEtdkQ,pos,"N/A,pos,pos"
Jag fyller år idag 🎉🎉,pos,"pos,neu,pos"
Vilken mysig vlogg att få kolla på såhär på morgonen 😊🫶🏻,pos,"pos,pos,pos"
@namn Har dom inte alltid varit galna? 💛❤️💙,pos,"N/A,pos,pos"
Underbart! ❤️ Vivian och Alice gifta – efter 72 år som par | Nyheter | Aftonbladet http://t.co/zMJtwcVNRl,pos,"pos,neu,pos"
"Fatta att ha Reinis som typ morbror eller något, han verkar så snäll och mysig haha ❤️",pos,"neu,pos,pos"
Blev ju as Nice😂,pos,"N/A,pos,pos"
"@namn vill du bli min 1/4? 
du får kinder maxi då 🍃 22",neu,"N/A,neu,neu"
Men du! Har du kollar dina sköldkörteln värden med tanke på dina symptom? ❤️ Tips annars!,pos,"neu,pos,pos"
"@namn #Mångkulturen är lönsam sade ju #Stridshingsten, han som flydde sitt ansvar o skänkte Rosenbad till en rödgrön röra 🙉🙈🙊",neu,"neu,neu,neg"
"Nu har jag intagningspoängen till skolan, och det är jävligt högt asså.. Menmen, det gäller att kämpa sista terminen! :) 🙋",neu,"neu,neu,pos"
Vet att detta är en sen kommentar men är jag den ända som tycker att hans får blev snyggt efter dehär?😂,pos,"pos,pos,pos"
Oj vilken röra 😅😅 är ju bättre att ha köksgrejer i köksskåpen ☺️👍,neu,"neu,pos,neu"
Letar bland kommentarerna vad en springis är 🥲,neu,"neu,neu,N/A"
Teamsloth 😎,pos,"neu,pos,pos"
Första commenten 🎉🎉,pos,"N/A,pos,pos"
"Jette bra video 
Forset  med det du gör❤️❤️",pos,"pos,pos,pos"
Jag såg en med Håkanmobilskal på bussen 😍💜 (ge miiiig (arseniiik)),pos,"pos,pos,N/A"
"Borde inte ens bli irriterad men bruhhhhh, känns som jag har flera instagramkonton 😂",neu,"neu,pos,neu"
"@namn Spöken kan va söta, eller hur? ☺️",pos,"pos,neu,pos"
2:10 hahaha😂😂😂👍👍👍,pos,"pos,pos,N/A"
@namn  Ha! Ska jag tro på den 😁,pos,"neg,pos,pos"
Nattsnack med en babe 😍 http://t.co/a2XBb1NOvQ,pos,"pos,pos,pos"
@namn @namn håller med om prioriteringarna. 😀,neu,"neu,pos,neu"
Teamjonna💖💖,pos,"N/A,pos,pos"
När kommer det en video där du köper en hamster eller något sånt?❤,neu,"neu,pos,neu"
#teamjonna 😅,neu,"pos,neu,N/A,neu"
Cykeltur hem igen... Nu lite magträning sen kvällsmat!! Ett lugnt härligt konditionspass!! 😅😘 http://t.co/lyVx6747gp,neu,"neu,pos,neu"
@namn Förlåt 😯,neu,"pos,neg,neu,neu"
Fan vad snyggt😆,pos,"pos,neu,pos"
Du har inte lagt up på flera veckor och jag har saknat att kolla på dig Therese😢😢❤❤❤❤❤❤❤❤❤,neg,"neg,neg,N/A"
#team Jonna😝,neu,"neu,pos,neu"
din mormor är snälla men farfar är elak ❤❤❤❤,neu,"neu,pos,neu"
"@namn tänk om det du skriver kanske ger mig idéer då? Man får skriva vad man vill och du ger mig idéer, se det positivt istället 😉",neu,"N/A,neg,neu,neu"
"Jag tycker att han är morfar och ett annat spel som heter 176 demokratiska 
Eller nu vad det heter. Hur kunde du veta att jag kolar på dina videos varje dag och det gör jag ❤️",pos,"neu,pos,pos"
#teamJonna 😂😂😂,pos,"neg,N/A,pos,pos"
"@namn @namn @namn Som sagt var, ytterligare en foliehatt, nyttig idiot &amp;/eller 6:e-kolonnare. Dessutom lärare! 😳😱",neg,"neg,neg,neg"
RT @namn: Ta mig tillbaka till dessa kvällar🍸🎉💗 #maggan14 http://t.co/WdgWaHMhrz,pos,"N/A,pos,pos"
Bara min klass som såg den på en SO lektion?!💗,neu,"pos,neu,neu"
Jag är huuuuuuuuuungrig... Men man får inte äta kokta ägg på bussen va? 😜,neu,"pos,neu,neu"
anjo>>🤩,pos,"pos,neu,pos"
#teamjockiboi😛😃😄,neu,"neu,pos,neu"
Hon smörjer upp er duktigt fint 😂😂😂,pos,"N/A,pos,pos"
Vem vill vara en bra vän ( min bitch ) o komma hem till mig och fixa ngt nice att äta 😆,neg,"neg,pos,neg"
Ja har oxå stenar i bh;n ☺️. Bästa vloggen ❤️ ska kolla hela videon i kväll när kidzen sover ❤️,pos,"pos,pos,pos"
Jag tycker båda men jag tycker också att hon ska göra ett prank när Jocke är vaken men Jonnas väldigt kul💋💋,pos,"pos,pos,N/A"
”Man fick betala två och ett halvt tusen sen fick man godis och lite såntdär..” 😂😂😂,pos,"pos,neg,pos"
team jocke och jonna also både och👯🙏,pos,"pos,pos,neu"
"Kurder har tagit över tiktok. Jwan,diddy, han som läster domar, steffe så mycket drama men klagar inte 😅",pos,"neg,pos,pos"
Heelt död 💤💤💤,neg,"neg,neg,N/A"
Gör en podd me Chrippa om Pontus igen!🔥🔥🔥,pos,"pos,pos,pos"
Nu jävlar ska jag hinna dricka upp kaffet ☕️ innan de blir kallt! 😂,pos,"pos,pos,neu"
RT @namn: Gå med i Sveriges viktigaste politiska nätverk! 👍😀 http://t.co/CutjNjGxFs #fmsf,neu,"neu,neu,pos"
@namn @namn @namn hahah ojdå🙈,pos,"pos,neu,pos"
"Så hör många vill ha en dokumentär om Anjo 
👇🏼",neu,"neu,N/A,neu"
Vill se allt från 1800- 80talet 😍😍,pos,"N/A,pos,pos"
Då jobbar vi bort kakan jag snodde igår 😉😅 Idag blev det cardio medans biggestloserjose mosar armar!… http://t.co/xOgkLp7ykE,neu,"pos,neu,neu"
@namn Jaaas äntligen😊😊💗 älskar dig❤️,pos,"pos,pos,pos"
"Hon slutar ju aldrig med det höra beteendet så tycker det är bra nu att Anjo går ut med det här , då Emelie  oftast hittar sina offer på sociala medier , så tycker det är jätte bra att gå ut med det här så hon slutar hotar och pressa oskyldiga offer som oftast själv sitter i en dålig sits . Mitt tipps till bumbi är att radera dit spel beroendet och gå vidare i livet , va ingen fastnare 🥸",neg,"neg,neg,neu"
RT @namn: Gå med i Sveriges viktigaste politiska nätverk! 👍😀 http://t.co/CutjNjGxFs #fmsf,neu,"pos,neu,neu"
Jag är först du är bäst ❤,pos,"neu,pos,pos"
Först❤,pos,"neu,pos,pos"
35:13 vad är det som är under kameran?❤️,neu,"neu,neu,pos"
"Oskar:Va den bra eller? 
Helen: nej
😅😅",neu,"neu,neu,pos"
"Bröllopsguiden - Årets stora bröllopsfest 💛💙💜💚❤️ Tack så mycket! 💍💎

#bröllopsguiden… http://t.co/ITYKvkjMVb",pos,"N/A,pos,pos"
@namn @namn Säger väl allt när @namn tog en plats i laget... 👊😃,neu,"neu,pos,neu"
Delar med mig av min trevliga tisdag☀️🍁🍃🍂😍🍀🌼🌀🍷🍴🍪,pos,"neu,pos,pos"
Saknar denna kväll ☀️💖💖 http://t.co/nHgTd0nKEq,pos,"pos,N/A,pos"
"Det värsta av allt är att svt gett Pontus Rasmusson tid, på lilla aktuellt på.. BARNKANALEN! 😳",neg,"neg,pos,neg"
"@namn inget negativt, bara undrar👋",neu,"neg,neu,neu"
@namn typ brun/svart lång kofta och blåa jeans😊,pos,"neu,pos,pos"
@namn  Menar väl det 😋,neu,"neu,neu,N/A"
Helt sjukt att detta har hänt😔 Riktigt bra video!,pos,"pos,neu,pos"
Hon har hypat det här nu sedan de öppnade. Låt se vad de går för... 🍨🍧🍦 @namn… http://t.co/SqyhA2cqSw,neu,"pos,neu,neu"
Är genuint nyfiken bara. Vart var konfrontationen nånstans ?? 🤔,neu,"neg,neu,neu"
"Fina Mystery,nöjd efter 3 plats idag!Men verkar som han vill stanna å filosofera på valla istället för att åka hem!💕 http://t.co/LadyW6ta6a",pos,"neu,pos,pos"
"Bitch-slapade en fluga i luften med flugsmällaren så den dog, 1-0 till Mallan 😌",pos,"pos,neu,pos"
"@namn 👍 okt. får det bli då!
gick det bra?",neu,"pos,neu,neu"
"1. Jag tror lokal fick ligga. 😄👌🏻
2. Slut. 😃",pos,"neu,pos,pos"
Tim joke boj😎😎😎,neu,"neu,neu,neg"
"Skulle shoppa i sthlm, allt ja köpte va en halloween dräkt 😁 rt if u cry",neu,"pos,neu,neg,neu"
Läraren säger; de e bara högstadiematte på ekonomin. Snubben är iranie. Undrar vilken matte han hade i 9an 😳 #fml,neg,"neg,N/A,neu,neg"
Teamjonna👍💎👍💎,pos,"pos,neu,pos"
#team jockiboi ✌🏼️,pos,"pos,pos,neu"
Tror du ska testa att ta in en möbel i mörkt trä i köket tänk som ert fina tak tror det hade blivit bra! För mkt i samma färg ger ett ”tomt” intryck tror du behöver bryta av med något som passar in å då tänker jag skåp/byrå i mörkt trä❤️❤️❤️❤️,pos,"pos,pos,neu"
@namn @namn Arg lapp? Den vill vi se 😀,neu,"pos,neu,neu"
Det blev ju skit snyggt😚,pos,"pos,pos,pos"
@namn hahahahah nej 😂 ska visa dig vem i skolan! :),neu,"pos,neu,neu"
Omg varför spelar du inte gta 5 🤣🤣🤣🤣🤣🤣🤣🤣🤣😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,pos,"pos,N/A,pos"
"Huden blir lycklig, själen kvittrande glad av vår faceoil ❤️ #faceoil #havtorn #holistiskhudvård #organic #adaptogen http://t.co/hDMlCombXX",pos,"pos,pos,neu"
Springis = springpojke 💖,pos,"pos,N/A,pos"
#teamjonna ❤️❤️,pos,"N/A,pos,pos"
"Vilken känsla att gå där... Många Känslor och tankar Måste sväva När man går där. Vilken historik bakom, sorgligt🙏🏾",neg,"neg,N/A,neg"
De vart snyggt ändå ❤️😂,pos,"pos,pos,pos"
Villa i frid Johan Horn❤😭❤😭😭😭,neg,"N/A,neu,neg,neg"
#TeamJonna Dé va ju jätte kul🤣😜😎🤳🏻❤️,pos,"neu,pos,pos"
@namn @namn Förkänar jag en follow efter alla tårar och skratt med er?❤ 7,neu,"N/A,pos,neu,neu"
Må hon vila i frid ❤,pos,"N/A,pos,pos"
*Era vloggar gör mina dagar! Tack för att ni fortfarande vill göra vloggar till oss följare.* 🙏🏼😊♥️,pos,"pos,pos,pos"
Jag har också varit på autswitch.Hemskt🥶,neg,"neg,neg,neg"
"ja gråter jag gråter, jag fattar inte. Varför göra man sånt? Varför? 😢😢😢😢",neg,"neg,neg,neg"
Men sen vakna jag bredvid denna 😰😰 http://t.co/ipLgO1C6XR,neg,"N/A,neg,neg"
@namn såja!😃,pos,"pos,neu,pos"
"Capt. America The First Avenger avklarad, då kör vi Capt. America The Winter Soldier. 😎",pos,"pos,pos,neu"
"@namn Siktar också på torsdag men burr, det verkar redan ha blivit kallt i vattnet. Bara 13 grader på sina håll i Mälaren. 😱😢",neg,"pos,neu,neg,neg"
Fick fjäska lite för att få mamma att hämta mig... 🙈🙉🙊 http://t.co/3giSO22xq2,neu,"pos,neu,neu"
RT @namn: ALLA SOM VILL VARA MED PÅ EN PRESENT TILL ROBIN RT:A DETTA❤️,neu,"neu,pos,neu"
Helt jävla jätteslut efter mina första dagar som universitetsstuderande😴,neu,"neu,N/A,neu"
"@namn tack! katter asså, ibland är de bara där 👻",neu,"neu,neu,pos"
@namn men den finns 😬😬,neu,"neu,neg,neu"
Bäst är ni❤️❤️❤️,pos,"pos,pos,pos"
RT @namn: Vill nån tweeta lite med mig?☺️,neu,"neu,pos,neu"
RIP✡️✨,neu,"neu,neu,pos"
@namn @namn Aldrig för tidigt att titta på ett schysst pensionssparande 😉 Du har väl ICA- och Coop-kort?,neu,"pos,neu,neu"
Först😍,pos,"N/A,neu,pos,pos"
Är du verkligen såhär blåögd???? 🙄,neg,"neu,neg,neg"
Det blev ju supersnyggt!👌🏼,pos,"neu,pos,pos"
Tem jonna❤️❤️,pos,"pos,pos,pos"
"@namn Menvafan! Jag tänkte ju det först, men så... 😈",neu,"neg,N/A,neu,neu"
@namn  Hahaha!!! Kan ha varit 😂😂,pos,"pos,pos,pos"
"RT @namn: Alla som vill vara med i en stor present till Robin, RT:a detta så jag kan DM:a dig❤️",pos,"neu,pos,pos"
RT @namn: Lyssnade alltså nyss på intervjun då Saga Scott avslöjar typ hela Paradise 😊🔫,neu,"neu,pos,neu"
#teamjockiboi Hahaha ja jag ska fräta upp hela dig 😂😂,pos,"pos,neu,pos"
#timejokeboi☺,pos,"pos,neu,pos"
@namn såhär: 💐🌸🍉🌈🍒🌺👸☀️,pos,"pos,pos,pos"
Båda är bra så!❤❤❤,pos,"pos,neu,pos"
Fick alltså 13 nya matchningar på tinder inom en timme igår. Jag ba mmh ok i know u love me guuuurls 💁,neu,"neu,pos,neu"
Tim jocke😜😚😝,pos,"pos,pos,N/A"
@namn  Så drar hon till med logik så här på måndag morgon 😋,neu,"N/A,pos,neu,neu"
@namn okej...:/ jag kommer inte idag hade ju feber och ont i halsen och slö😂😂❤️😒,neg,"neu,neg,neg"
Fan du fick mig du döda mig när jag var tharnos!!!😂,pos,"neu,pos,pos"
Nya pjux 👟 http://t.co/VBFpT6mlYn,neu,"pos,neu,neu"
@namn Varsågod! 😊,pos,"neu,pos,pos"
Kan du inte göra en video där du testar life hacks? Eller en video där du testar satesfying saker. För inspo kan du se Tone Sekelius video. ❤️❤️❤️❤️❤️,neu,"pos,neu,neu"
❤️ Vila i frid,pos,"pos,neu,pos"
RT @namn: Grattis @namn till den säkrade platsen i damallsvenskan 2015! 🙌#Unlockweirdhappydance by @namn,pos,"pos,neu,pos"
RT @namn: @namn du är lite för bra på Twitter. Får oss andra att verka sämre än vad vi är. ❤️,neu,"neg,pos,neu,neu"
@namn @namn @namn jag vet fick dom i dm😊❤️,neu,"pos,neu,neu"
Tim joakin😜,neu,"neu,pos,neu"
Min mamma hade alltså stått bakom boysen på Arlanda men inte vågat gå fram och hälsa hahhaha😂😂 thanks,pos,"pos,N/A,pos"
"RT @namn: ""Du är endast så bra som du hjälper andra""
Kloka ord att leva efter. Tack pappsen för allt du gav! 💗",pos,"N/A,pos,pos"
Jag köpte nya kastruller senast för typ 6år sedan😅,neu,"neu,neg,neu"
"Långfilm nästa? Ni hade lätt kunnat göra en film baserad på den tiden, nu får du skriva manus Tessan 😁",neu,"pos,neu,neu"
Så rolig video❤Och jag fattar verkligen inte vad Pontus håller på med? Man blir bara arg när man tänker på vad han gör mot sina följare som många är barn!😡Men bra video längtar tills din nästa vlogg❤❤❤❤,pos,"neg,pos,pos"
"""Riktiga män sköljer håret i toastolen""🤔😂😂🤗🙈",neu,"neu,pos,neu"
"Äckliga fitt människor!!!!! Hur kan dom ens leva med sig själv?,,, blir så arg och så ledsen av att se detta..... finaste John ❤️",neg,"neg,neg,N/A"
"Så fruktansvärt hemskt..
Mår så dåligt av att se vad andra kan göra men barnfamiljer o så vidare..
Låt oss aldrig glömma detta fruktansvärda smärtor dem kände och fick stå ut med!🕊
Jag är rädd vad som kommer hända här näst här i världen..
Låt oss ALDRIG GLÖMMA BORT DEM ❤️❤️",neg,"neg,pos,neg"
"Kan rekommendera stekpanna som man kan ta av handtaget och dom är super bra tar lite plats och är snygga,😊☝🏽 Stekoannan heter Tefal  Ingenio Daliy Chef 👍🏼 super bra bräns inte i bottnet, och värms snapt. Och tar lite plats.😊👍🏼☝🏽",pos,"pos,pos,neu"
Ja en video med Victor 😁😁🦆,neu,"neu,pos,neu"
Antingen är hon riktig bombare eller väldigt sjuk den där Emelie 🙃,neg,"neu,N/A,neg,neg"
Äntligen!!!!❤ trodde typ du va död😂 jag har gått å väntat å väntat å väntat❤❤❤❤,pos,"pos,pos,N/A"
"@namn  Med tanke på hur varm jag är just nu, så att det nästan varit skönt 😁",pos,"pos,neu,pos"
De roligaste pranksen är när båda tycker att de är kul.😊,pos,"pos,pos,pos"
@namn @namn @namn @namn HUR KUNDE VI ENS😂😂,pos,"neg,pos,neu,pos"
Ska dit med min klass på studiebesök i vår 🖤,pos,"pos,pos,neu"
"@namn @namn haha sant, men du fattar 😘",pos,"pos,neu,pos"
Du missar en blå ar 😱,neu,"neg,N/A,neu,neu"
Pallar inte att mitt hår blev fläckigt när jag färgade och sen blev fläckigt IGEN när jag färgade IGEN 🔫,neg,"neg,neg,neu"
Asså jonnas naglar e fan längre än min framtid😏,neu,"neg,pos,neu,neu"
Du missa en blå AR😂😂😂😂😂😂😂😂😂😂😂😂😂 PS du är bäst!!!!,pos,"pos,pos,neu"
Du är så klok Therese!! Och så fint att du gav några väl valda ord som stöd till Saga❤️,pos,"N/A,pos,pos"
De värmer ju galet mycket o få ett sånt sms helt plötsligt av sin mamma😢😊♥️,pos,"pos,pos,neu"
@namn OMG jaa!!😭😥 tänk om jag inte kaaan😭,neg,"neg,pos,neg"
När kommer hamstern❤,neu,"neu,pos,neu"
Till bords i Fältan 👍 @ Fältöversten http://t.co/KwYrEqbn5n,neu,"neu,N/A,neu"
Du missa en blå AR hahahaha😝😝😝😝,neu,"neu,neg,neu"
Grymt skön NHL 🏆 omgång inatt många karaktärs möten!!,pos,"N/A,pos,pos"
Godisgrisen Mysan är i farten 😍 http://t.co/yKInSoylBn,pos,"pos,neu,pos"
team jonna😊☺,pos,"pos,N/A,pos"
